Symbol,Date,Open,High,Low,Close,Volume
BATA,2019,3100,3249,3100,3249,820
BATA,2019,3280,3280,3130,3280,80
BATA,2019,3120.01,3120.01,3116,3116.01,200
BATA,2019,3199,3200,3129,3189,120
BATA,2019,3040,3040,3030,3030,40
BATA,2019,3090,3100,3020,3057.5,360
BATA,2019,3150,3150,3011,3100,200
BATA,2019,3100,3100,3000,3010.58,1200
BATA,2019,3000,3000,2911,2977.75,160
BATA,2019,3000,3099,3000,3000,1200
BATA,2019,3075,3125,2850,3086.66,320
BATA,2019,3015,3015,3000,3000,40
BATA,2019,3080,3100,3000.15,3000.15,480
BATA,2019,3065,3065,3065,3065,20
BATA,2019,3175,3200,2975,2975,380
BATA,2019,2900,2900,2890,2890,60
BATA,2019,2900,2900,2850,2900,60
BATA,2019,2900,2900,2830,2840,60
BATA,2019,2900,2900,2840,2840,40
BATA,2019,2890,2890,2888.9,2888.9,60
BATA,2019,2880,2880,2880,2888.9,20
BATA,2019,2900,2900,2900,2900,60
BATA,2019,2900,2900,2900,2900,140
BATA,2019,2975,3040,2975,3000,160
BATA,2019,3096,3099,3000,3000,100
BATA,2019,3000,3000,2999,2999.99,80
BATA,2019,2910,2920,2900,2901.5,220
BATA,2019,2945,2949.5,2939,2949.5,80
BATA,2019,2950,2983.99,2900,2978.25,320
BATA,2019,2910,2910,2895,2901.5,80
BATA,2019,2870,2870,2776,2781.47,920
BATA,2019,2750,2850,2750,2850,520
BATA,2019,2949.99,2949.99,2805,2808.33,380
BATA,2019,2799,2799,2667.92,2733.33,460
BATA,2019,2751,2751,2651,2678.4,340
BATA,2019,2700.05,2764,2700,2751.67,580
BATA,2019,2800,2800,2781.05,2800,200
BATA,2019,2870,2875,2750.05,2775.39,400
BATA,2019,2750.05,2750.05,2730,2736.75,180
BATA,2019,2794,2873.58,2794,2863.24,940
BATA,2019,3000,3000,2925,2993.99,280
BATA,2019,2993.48,3080,2925,2925,380
BATA,2019,2900,2900,2900,2900,20
BATA,2019,2850,2890,2840,2858.33,180
BATA,2019,2900,3001.24,2900,3000.5,740
BATA,2019,2999,3070,2999,3069.37,1180
BATA,2019,3137,3150,3000,3100,1260
BATA,2019,3194,3255,3194,3255,1740
BATA,2019,3388.9,3415,3300,3399.9,1140
BATA,2019,3445,3450,3250,3302.92,2040
BATA,2019,3300,3400,3111,3223.58,1060
BATA,2019,3200,3298,3110,3258.09,220
BATA,2019,3250,3400,3250,3307.5,1720
BATA,2019,3379,3400,3200,3365.16,2000
BATA,2019,3533,3533,3301,3411,3020
BATA,2019,3300,3443,3300,3443,1640
BATA,2019,3599,3599,3480,3485,240
BATA,2019,3350,3399,3350,3368.38,200
BATA,2019,3300,3399,3200,3395,2420
BATA,2019,3300,3444,3300,3444,280
BATA,2019,3595,3595,3280,3434.2,1280
BATA,2019,3400,3500,3300,3470.14,1720
BATA,2019,3305,3449.9,3300.01,3411.04,780
BATA,2019,3350,3448,3300,3402.28,1640
BATA,2019,3449.95,3572.39,3449.95,3572.39,3980
BATA,2019,3751,3751,3551,3751,2860
BATA,2019,3935,3938.55,3800,3864.29,2000
BATA,2019,3940,3940,3700,3701.48,1000
BATA,2019,3800,3800,3561,3618,660
BATA,2019,3700,3700,3550,3600,280
BATA,2019,3500,3680,3500,3680,800
BATA,2019,3700,3850,3601.01,3664.75,860
BATA,2019,3550.01,3729,3550.01,3705.56,960
BATA,2019,3714.99,3750,3700,3732.59,340
BATA,2019,3700,3700,3693,3697,300
BATA,2019,3600,3609,3515,3607,560
BATA,2019,3600,3699,3510,3599.66,800
BATA,2019,3500,3589,3500,3586.36,1840
BATA,2019,3500,3600,3450,3534.46,960
BATA,2019,3370.01,3489,3370,3457.19,1220
BATA,2020,3597,3599,3400,3401,660
BATA,2020,3400,3524,3300,3442.32,2260
BATA,2020,3352,3396,3305,3387.29,740
BATA,2020,3300,3379,3230,3350.05,2340
BATA,2020,3400,3485,3250,3322.43,820
BATA,2020,3344,3344,3344,3344,160
BATA,2020,3271,3271,3176.8,3200.91,1460
BATA,2020,3051,3295,3051,3167.5,420
BATA,2020,3102,3248,3009.13,3202.08,1080
BATA,2020,3325,3325,3150,3199,220
BATA,2020,3110,3324,3110,3320,860
BATA,2020,3350,3460,3154,3284,2420
BATA,2020,3429,3429,3170.01,3200,400
BATA,2020,3122,3259,3122,3244.42,300
BATA,2020,3399,3399,3249.99,3249.99,100
BATA,2020,3200.5,3289,3171,3236,220
BATA,2020,3200,3248,3200,3248,980
BATA,2020,3101,3170,3100,3170,280
BATA,2020,3160,3225,3050,3130.88,780
BATA,2020,3274,3274,3274,3274,80
BATA,2020,3131,3269,3131,3200,500
BATA,2020,3180,3189.99,3180,3181.67,120
BATA,2020,3180,3245,3180,3207.62,1240
BATA,2020,3324,3324,3200,3269.56,560
BATA,2020,3335,3339,3335,3337,160
BATA,2020,3251.01,3298,3250,3287.3,200
BATA,2020,3250,3250,3250,3250,20
BATA,2020,3161,3348,3161,3348,180
BATA,2020,3480,3515.4,3300,3515.4,1120
BATA,2020,3638.99,3638.99,3370,3472,1180
BATA,2020,3360.01,3483,3360.01,3467,180
BATA,2020,3500,3500,3300.1,3469,240
BATA,2020,3400,3425,3296,3299.67,340
BATA,2020,3300,3320,3250,3320,340
BATA,2020,3250,3397,3250,3379,620
BATA,2020,3300,3417,3300,3417,220
BATA,2020,3246.15,3342,3246.15,3341,440
BATA,2020,3399.99,3399.99,3173.95,3284.64,1340
BATA,2020,3244.99,3389,3160,3324.38,1320
BATA,2020,3200,3430,3176,3430,460
BATA,2020,3280.01,3367,3280,3300,680
BATA,2020,3151,3295,3135,3285,1640
BATA,2020,3290,3387,3170,3387,1160
BATA,2020,3387,3495,3300,3300,420
BATA,2020,3439,3439,3300,3300,320
BATA,2020,3180,3395,3155,3269.17,3440
BATA,2020,3387,3387,3150,3257,560
BATA,2020,3110,3189,3094.15,3188.91,960
BATA,2020,3031,3188,3031,3188,220
BATA,2020,3250,3315,3105,3315,320
BATA,2020,3150,3384,3149.25,3150,660
BATA,2020,3135,3263,3071,3263,300
BATA,2020,3100,3270,3100,3260,860
BATA,2020,3250,3265,3250,3265,60
BATA,2020,3350,3350,3350,3350,100
BATA,2020,3205,3234,3182.5,3228.28,380
BATA,2020,3101,3324,3101,3175,1020
BATA,2020,3150,3170,3125,3136.5,560
BATA,2020,3125,3125,3050,3056,360
BATA,2020,3100,3150,3050,3053,360
BATA,2020,3090,3150,3010,3150,1260
BATA,2020,3100,3183.9,3100,3176.3,660
BATA,2020,3193,3200,3150,3163.5,520
BATA,2020,3160,3160,3160,3160,60
BATA,2020,3150,3317,3150,3297.17,680
BATA,2020,3299.99,3300,3215.24,3298.95,180
BATA,2020,3200,3290,3200,3290,120
BATA,2020,3151,3200,3151,3200,240
BATA,2020,3100,3102.5,3100,3102.5,160
BATA,2020,3150,3169.99,3150,3169.99,40
BATA,2020,3190,3190,3150,3158,240
BATA,2020,3160,3200,3160,3200,180
BATA,2020,3220,3270,3200.05,3267.5,360
BATA,2020,3345,3430.87,3340,3430.87,3000
BATA,2020,3575,3575,3400,3530,1020
BATA,2020,3594.95,3706.5,3525,3706.5,4200
BATA,2020,3650,3689.99,3580,3662.49,120
BATA,2020,3530,3530,3479.37,3488.94,300
HBL,2011,120.2,121,116.8,119.49,510969
HBL,2011,119.5,122.3,119.5,121.87,627959
HBL,2011,121.75,126.45,121.4,124.93,1506848
HBL,2011,124.5,125.89,123.75,124.98,773913
HBL,2011,125.84,126.06,124.69,124.99,376749
HBL,2011,126.24,126.8,123,123.56,166214
HBL,2011,123.61,124.5,122.75,123.01,329849
HBL,2011,124,128.9,123.89,127.87,788687
HBL,2011,128.7,128.97,126.25,127.6,156709
HBL,2011,128.48,128.48,126.45,126.7,278339
HBL,2011,127.75,128,126.34,126.79,195832
HBL,2011,127.4,127.44,125.45,125.58,75393
HBL,2011,126,127.12,124.1,124.49,158779
HBL,2011,125,125.25,122.83,123.03,54899
HBL,2011,123,125.25,123,123.8,73781
HBL,2011,124,124.65,123.3,123.58,28629
HBL,2011,124.35,124.85,123.4,123.5,70998
HBL,2011,123.11,124.01,122,122.16,202293
HBL,2011,123.5,125.1,123.1,123.62,523617
HBL,2011,123.98,124.96,123,123.82,192270
HBL,2011,125.25,126.45,122,123.04,502164
HBL,2011,123.25,124.25,121.5,122.33,156405
HBL,2011,122.9,125.34,120.75,124.71,416363
HBL,2011,125.9,125.9,123.8,124.03,119391
HBL,2011,124.7,124.85,123,124.37,311317
HBL,2011,124.78,125.75,124.05,124.86,73565
HBL,2011,124.02,125.2,123.7,124.93,414286
HBL,2011,124.79,124.8,123.25,123.48,22308
HBL,2011,124,124,123.06,123.13,57136
HBL,2012,122.4,123.75,121.7,122.15,112463
HBL,2012,122.5,122.72,121,122.15,239870
HBL,2012,123.4,123.9,122.1,123.28,342375
HBL,2012,122.61,125.8,122.36,124.96,178820
HBL,2012,125.5,127,122.1,123.16,893122
HBL,2012,123.16,123.85,121.52,121.73,103755
HBL,2012,122.75,122.75,118.51,119.25,309012
HBL,2012,119.48,120,114.55,117.77,145969
HBL,2012,118.22,119.8,118.12,118.79,54132
HBL,2012,120,120.8,115.85,116.74,143070
HBL,2012,117.7,120,117.1,119.2,103847
HBL,2012,121.5,124,120,122.15,469476
HBL,2012,124.5,124.5,120.5,122.18,154199
HBL,2012,122.11,123.3,121.25,123,93900
HBL,2012,122,129.15,122,129.14,756419
HBL,2012,130.8,131,127,127.15,101124
HBL,2012,128.25,128.25,125.8,126.59,67467
HBL,2012,127.33,128.79,127,127.76,42400
HBL,2012,128.25,128.5,126.31,126.7,34122
HBL,2012,126.5,128.18,125,127.84,80177
HBL,2012,126.85,128.5,126.85,127.99,131048
HBL,2012,110.5,111.4,106.75,107.08,270640
HBL,2012,107.95,108.5,105.5,106.63,36071
HBL,2012,107.8,111.96,107.5,111.25,135335
HBL,2012,110.1,111,107.51,108.33,159484
HBL,2012,108.01,108.1,106.6,106.98,103875
HBL,2012,107.31,107.9,105.1,106.02,243634
HBL,2012,105.8,107.05,105.8,106.18,55647
HBL,2012,106.99,106.99,105.5,105.59,19269
HBL,2012,104.16,106.25,104.16,105.3,9085
HBL,2013,105.97,107.5,105.97,107.32,64672
HBL,2013,107.11,110,107.11,109.13,80757
HBL,2013,110.86,112.74,108.12,111.67,416712
HBL,2013,113.49,117.25,110.2,117.25,216281
HBL,2013,117.95,120.15,117.4,119.13,197092
HBL,2013,119.5,121.9,116.7,121.46,224833
HBL,2013,122,123.2,119.25,121.97,309450
HBL,2013,121.3,121.98,120.25,121.23,66865
HBL,2013,120.9,123,119.5,122.73,122570
HBL,2013,122.7,122.7,120.29,120.94,44211
HBL,2013,120.6,121.4,120.25,121.06,22205
HBL,2013,121.01,122.9,121,122.02,69187
HBL,2013,122.35,122.49,120,121,35543
HBL,2013,121.47,126.8,118.41,125.16,592309
HBL,2013,126.5,126.5,124.5,124.86,67996
HBL,2013,124.5,124.5,122.67,122.79,72315
HBL,2013,123,125.5,121.65,124.93,224639
HBL,2013,124.5,125.2,123.5,124.19,99724
HBL,2013,124.01,125.47,123.1,124.75,181642
HBL,2013,125,125.1,124.55,124.76,324806
HBL,2013,124.5,124.97,123.02,124.07,100747
HBL,2013,124.07,125,123,123.09,89918
HBL,2013,122.99,123.38,122,122.07,90377
HBL,2013,121.8,123.5,121.8,122.06,97608
HBL,2013,122.05,122.2,120.5,120.88,51695
HBL,2013,121,121,119.12,120.49,69249
HBL,2013,120.03,120.03,117,118.74,59633
HBL,2013,118.1,120.3,118.1,120.06,65852
HBL,2013,120.06,122.78,119,121.04,517452
HBL,2013,122,123.9,121,123.2,574257
HBL,2013,123.85,123.88,121.65,122.09,69743
HBL,2013,122,122.8,121,122.39,164300
HBL,2013,122,122.45,121.3,122.18,168591
HBL,2013,122,122,121,121.12,25556
HBL,2013,121.02,121.02,117.9,118.14,47887
HBL,2013,119,120.01,118.28,118.51,78118
HBL,2013,118.61,118.75,117.15,117.48,13411
HBL,2013,117.2,118.01,117.2,117.35,30085
HBL,2013,117.2,121.9,116.89,118.87,71712
HBL,2013,118.21,120,118.2,119.98,84967
HBL,2013,120,120.75,119.9,120.3,37229
HBL,2013,121,121.5,120.1,120.61,40753
HBL,2013,120.03,122,120.03,120.68,76991
HBL,2013,121,121.35,120.05,120.7,77246
HBL,2013,120.75,121.14,119.2,119.48,27147
HBL,2013,119.99,119.99,116.8,117.32,156009
HBL,2013,118,118.91,117.5,118.09,61689
HBL,2013,118.26,118.26,117.5,117.6,24182
HBL,2013,117.25,117.4,116.71,116.95,24111
HBL,2013,116,120,115.25,119.54,93542
HBL,2013,119.9,120.75,119.8,120.23,118932
HBL,2013,119.8,122,119.8,121.74,173956
HBL,2013,121.75,121.75,120.75,120.75,17006
HBL,2013,120.6,121,119.93,120.1,16752
HBL,2013,120.49,121.51,119.75,120.9,149420
HBL,2013,120.5,121.95,118.75,119.61,104632
HBL,2013,119.9,120,118.5,118.85,17854
HBL,2013,118.95,118.95,118,118.12,42830
HBL,2013,118.16,118.5,117.5,117.58,19758
HBL,2013,117.58,117.58,116.5,116.68,27522
HBL,2013,117.7,118.44,117,117.88,142926
HBL,2013,117.11,118,117.01,117.2,32049
HBL,2013,117.5,118.5,117.02,117.67,468629
HBL,2013,117.5,117.79,117,117.22,30922
HBL,2013,119,119,116.11,116.22,14141
HBL,2013,115.6,116,114.1,114.25,117747
HBL,2013,115,117,115,116.06,283492
HBL,2013,116,116.9,116,116.06,46240
HBL,2014,118,118,116,116.03,242443
HBL,2014,116.5,120,114.53,118.64,227243
HBL,2014,118.6,119.9,118.5,118.98,33923
HBL,2014,119.4,119.9,117.91,118.53,26453
HBL,2014,118.49,119,116.89,117.15,19070
HBL,2014,116.85,118.2,116.85,117.36,9636
HBL,2014,117,117.5,116.5,116.97,13274
HBL,2014,116.97,116.97,116.22,116.36,8390
HBL,2014,117.2,118,116.55,116.7,31429
HBL,2014,116.9,117.2,116.23,116.92,10991
HBL,2014,117.3,118,117,117.33,49434
HBL,2014,118.34,119.17,117.06,118.97,168278
HBL,2014,119.6,121,118.1,119.34,351071
HBL,2014,120,120.44,119.03,120.01,160116
HBL,2014,120.99,120.99,119.16,120.08,136260
HBL,2014,120.9,122.68,120,121.98,342415
HBL,2014,122,122,120.2,120.51,81091
HBL,2014,121,121.7,120.6,121.5,117213
HBL,2014,121,121.25,119.65,120.32,26966
HBL,2014,119.5,120.01,119.05,119.68,16641
HBL,2014,119.5,120.25,119.26,120,17205
HBL,2014,120.79,122.99,120.51,121.09,46748
HBL,2014,121.01,121.04,119.5,119.9,8390
HBL,2014,121,121,119.02,119.12,147603
HBL,2014,119.3,119.35,118.5,118.82,13841
HBL,2014,118.01,118.25,115,117.51,108294
HBL,2014,115.03,117.45,115.03,116.99,218914
HBL,2014,114.52,116,114,114.57,38200
HBL,2014,117.1,118.25,116,117.14,17842
HBL,2014,117,118,116.5,117.21,17440
HBL,2014,118,122.9,117.01,121.01,135852
HBL,2014,120.15,121.75,119.01,119.35,59922
HBL,2014,118.05,120.5,118.05,119.84,86726
HBL,2014,120.3,121.5,119.01,120.6,152766
HBL,2014,120.5,120.5,117.55,118.37,124416
HBL,2014,116.95,116.95,114.25,116.43,21646
HBL,2014,115.02,117,115,116.57,14047
HBL,2014,116,116.25,115.02,116,12440
HBL,2014,116.5,117.5,116.05,116.78,14028
HBL,2014,116.5,117,115,116.56,28988
HBL,2014,115.8,116.55,115.15,115.87,10089
HBL,2014,115,116.7,115,116.54,13841
HBL,2014,117,119.35,117,117.59,10843
HBL,2014,116.5,118.25,116.5,117.87,50621
HBL,2014,117.71,118.5,117,117.28,19445
HBL,2014,117.5,118.1,117,117,15353
HBL,2014,114.06,117.5,114.06,115.57,12868
HBL,2014,116.01,116.25,115.01,116.06,10577
HBL,2014,115.51,118.95,115.5,118.05,24377
HBL,2014,117.3,118,116.5,117.1,18046
HBL,2014,116.6,117.7,116.5,117.51,28250
HBL,2014,117.88,117.97,116.7,117.28,6290
HBL,2014,116.77,117.7,116.77,117,7822
HBL,2014,116.52,118.5,116.52,118.48,68174
HBL,2014,117.55,120.79,117.55,119.86,344448
HBL,2014,120,121,119,119.52,207552
HBL,2014,119,121,117.56,118.49,218412
HBL,2014,116.6,117.1,115.11,117,41069
HBL,2014,116.05,119,116.05,118.71,21037
HBL,2014,119.97,119.97,118.12,118.32,13142
HBL,2014,118.32,118.89,117.5,118,14525
HBL,2014,119.2,120,118.01,119.36,21622
HBL,2014,118.05,119.2,118,118.4,16337
HBL,2014,118.97,120.07,118,119.26,175637
HBL,2014,119.25,120.48,118.31,118.7,62202
HBL,2014,120,120,117.9,118.27,52183
HBL,2014,118.97,119,118.01,118.77,48557
HBL,2014,121,122.5,118.02,118.91,266633
HBL,2014,119,119.2,117.5,117.67,70414
HBL,2014,117.67,118.15,117.5,117.83,36768
HBL,2014,118.59,118.59,116.25,116.48,64202
HBL,2014,117,117,116.5,116.92,9400
HBL,2014,117.94,119.6,115.7,116.12,581057
HBL,2014,117.5,117.9,116.5,117.12,46899
HBL,2014,117.8,117.8,115.35,116.13,272796
HBL,2014,116.05,116.5,115.55,116,132971
HBL,2014,116.01,116.1,115.5,115.86,53478
HBL,2014,116.9,117,116,116.28,37814
HBL,2014,116,116.78,115.7,116.14,19961
HBL,2014,116,117.49,115.5,115.63,10079
HBL,2014,116,119,116,117.79,37314
HBL,2014,117,119.49,117,117.49,100679
HBL,2014,117.25,118.43,117.25,117.54,27394
HBL,2014,116.18,119,116.18,118.73,47396
HBL,2014,116.06,116.25,115,115.07,88446
HBL,2014,115.52,115.9,115.1,115.54,10194
HBL,2014,115.75,117.45,115.5,115.57,226938
HBL,2014,115.6,116.45,115.5,115.83,31279
HBL,2014,115.4,116,115.3,115.7,21159
HBL,2014,115.15,115.69,115,115.1,17731
HBL,2014,114.89,115.5,114.3,114.54,39520
HBL,2014,114.25,115.09,113.61,114.92,19062
HBL,2014,114.25,115.25,114,114.48,16064
HBL,2014,114.5,115.25,114.25,115.03,23590
HBL,2014,115.05,115.7,115,115.41,28729
HBL,2014,115.25,116.1,112.35,112.6,319942
HBL,2014,113,113.1,112.41,112.83,30749
HBL,2014,113,113,111.01,111.26,10347
HBL,2014,111.5,112.5,111,111.99,21931
HBL,2014,112.1,113,112.1,112.82,13777
HBL,2014,112.9,113.25,112,112.12,11846
HBL,2014,111.95,112.15,111,112.06,13047
HBL,2014,111.85,111.9,110,110.16,13957
HBL,2014,108.32,111.07,108.32,110.97,9694
HBL,2014,109.87,111.13,109.51,110.88,9527
HBL,2014,111.28,112.1,110.99,111.38,17461
HBL,2014,111.01,111.05,110.05,110.34,13925
HBL,2014,110.75,110.9,110.5,110.62,8550
HBL,2014,109.3,110.85,107.75,108.52,75089
HBL,2014,105.95,109.99,105.95,107.66,26522
HBL,2014,107.31,108.65,107,108.04,10742
HBL,2014,107.26,109.55,107.25,109.07,9934
HBL,2014,109.5,109.9,108.5,108.52,25888
HBL,2014,108.99,108.99,108,108.06,5017
HBL,2014,107.97,108.96,107.71,107.8,17729
HBL,2014,108.01,108.2,107.36,107.5,10255
HBL,2014,107.3,108,107,107.17,8202
HBL,2014,107,108,106.96,107,253213
HBL,2015,107.99,109,107.25,108,11523
HBL,2015,108.68,108.89,106,106.08,108909
HBL,2015,105.9,107.5,105.9,107.2,8463
HBL,2015,107.2,111.5,107.16,111.05,29561
HBL,2015,111.5,112.8,108.61,108.87,52720
HBL,2015,109.45,109.49,107.5,107.85,33773
HBL,2015,108.31,109.9,106.6,108.22,32136
HBL,2015,107.8,108.25,107.7,107.81,188600
HBL,2015,107.5,108.5,106.02,106.88,18143
HBL,2015,106.13,106.9,106,106.39,26705
HBL,2015,106.5,106.5,105.5,105.54,12830
HBL,2015,107.25,107.3,105.81,106.15,43624
HBL,2015,106.25,107,106.06,106.73,44142
HBL,2015,106.97,108.51,106.71,108.05,25851
HBL,2015,108.11,110.05,108.05,109.95,107487
HBL,2015,109.95,111,108.76,109.01,30678
HBL,2015,109.5,111.5,109.5,110.49,167681
HBL,2015,113,114.93,111.56,114.45,185663
HBL,2015,114.02,118.34,113.5,116.41,111116
HBL,2015,118.35,118.35,115.7,115.93,54194
HBL,2015,115.55,116.49,114.5,114.78,17915
HBL,2015,114.1,116.6,114.1,114.82,14065
HBL,2015,114.5,115.4,114,114.11,12921
HBL,2015,113.99,115.2,113.99,114.23,7155
HBL,2015,114.25,115,114.25,114.3,8809
HBL,2015,114.93,115.55,114.2,114.76,29653
HBL,2015,114.04,116.25,114.04,116.02,38353
HBL,2015,116,118.5,116,117.14,78442
HBL,2015,117.8,119.1,117.25,118.86,63675
HBL,2015,118.2,120.5,116,119.18,52836
HBL,2015,119.5,120,118.25,119.39,23796
HBL,2015,120,124.4,119.3,121.88,255229
HBL,2015,119.51,122.55,119.51,121.95,89691
HBL,2015,122,122.75,121.2,121.24,36132
HBL,2015,121.5,121.5,118.51,119.24,59766
HBL,2015,119.75,119.98,117.4,117.57,143621
HBL,2015,118.45,120.5,117.51,118.94,202730
HBL,2015,118.94,119.9,118.13,118.49,60339
HBL,2015,119.39,120.3,118.55,118.7,90055
HBL,2015,119.96,124.5,119.5,123.5,295218
HBL,2015,123.7,126.5,122.5,125.17,518509
HBL,2015,125.35,127.75,121.65,122.56,959960
HBL,2015,122.6,123,120.75,121.4,612010
HBL,2015,121.5,121.84,120.25,120.47,112623
HBL,2015,120.21,121.9,120.11,120.6,246263
HBL,2015,120.15,120.87,119.27,120.01,300708
HBL,2015,120,120.75,120,120.2,125287
HBL,2015,120,121,120,120.49,187319
HBL,2015,120.25,120.89,120.04,120.25,210719
HBL,2015,119.61,120.48,119,119.21,114022
HBL,2015,120.15,120.15,118.6,119.97,153477
HBL,2015,120,120.43,118,118.81,217941
HBL,2015,119.85,120.5,119.01,119.11,178584
HBL,2015,119.11,119.4,118.01,118.62,90970
HBL,2015,118.3,120,118.3,119.42,105386
HBL,2015,119.7,120,119,119.78,91402
HBL,2015,107.4,107.4,103,103.89,74968
HBL,2015,104,104,101.5,101.79,60830
HBL,2015,102.65,103.85,101.4,103.4,46281
HBL,2015,103.1,103.1,98.25,100.74,149859
HBL,2015,102,102.11,100.25,100.7,62594
HBL,2015,101,102.5,101,102.05,839491
HBL,2015,101.5,103.75,101.5,103.29,58904
HBL,2015,103,108.45,103,108.06,183630
HBL,2015,107.7,110.5,107.2,109.86,246552
HBL,2015,109.5,112,109.17,111.37,104208
HBL,2015,111.5,111.97,109.75,110,45312
HBL,2015,109.3,115,109,112.82,490663
HBL,2015,114,117.5,114,116.15,298964
HBL,2015,117.5,117.5,112.5,112.55,170101
HBL,2015,114.79,114.79,111.5,111.83,101971
HBL,2015,112,113.5,111.2,111.72,32078
HBL,2015,112.1,113.5,108,108.98,132855
HBL,2015,110.5,110.94,109,110,121750
HBL,2015,111.9,111.9,108.5,108.95,24787
HBL,2015,110,111.48,108.5,110.11,81731
HBL,2015,109.15,109.15,106.8,107.9,268430
HBL,2015,107.3,109.25,107.3,108.21,35657
HBL,2015,109,111.5,108,109.47,199307
HBL,2015,108.51,110.99,107.57,109.06,207629
HBL,2015,108.5,110.2,108.5,108.81,78293
HBL,2015,108.11,112.1,108.11,110.25,161354
HBL,2015,110.5,115.7,110.5,112.92,702272
HBL,2015,113.7,117,113,116.28,564852
HBL,2015,115,117,113.5,113.77,189271
HBL,2015,113.25,114.7,113.02,113.42,44863
HBL,2015,113.1,113.1,111.6,111.97,42729
HBL,2015,112.01,113.8,111.5,111.64,75254
HBL,2015,111.55,115,111.55,114.49,293370
HBL,2015,114.9,117.75,114.5,116.54,1341005
HBL,2015,117,117.5,115.02,115.87,306662
HBL,2015,115.6,116,114,114.17,326083
HBL,2015,114.01,116,113,115.29,346651
HBL,2015,115.25,115.25,113.01,113.47,49981
HBL,2015,113.02,114,111,111.25,185552
HBL,2015,111.5,112.9,111.1,112.22,36902
HBL,2015,111.76,114.4,111.75,114.01,196907
HBL,2015,113.25,113.51,111.5,111.59,91672
HBL,2015,112,112,110.5,110.99,67033
HBL,2015,110.3,111.25,108.1,109.08,77524
HBL,2015,109.02,109.98,109,109.51,15366
HBL,2015,109.98,112.25,109.92,112,105498
HBL,2016,111.06,113.8,110.9,111.99,205687
HBL,2016,111.5,112.2,111.45,112.01,66519
HBL,2016,111.56,113,111.51,112.41,101079
HBL,2016,112.5,112.5,111.75,112.1,13986
HBL,2016,112.3,113,111.95,112.38,242028
HBL,2016,111.6,111.9,109.6,109.98,288288
HBL,2016,110,110,105,105.26,405226
HBL,2016,106.2,106.92,105.51,106.18,51144
HBL,2016,106.5,106.9,106.1,106.35,9911
HBL,2016,107,107,104.13,105.15,30773
HBL,2016,105.1,106.9,105.1,105.21,16074
HBL,2016,106,106.38,104.01,104.71,74185
HBL,2016,105,105.5,103,103.9,15750
HBL,2016,105.44,105.44,103.12,104.2,7775
HBL,2016,105.49,105.49,103.12,103.56,15969
HBL,2016,103.2,105,103.2,103.89,44862
HBL,2016,104.85,106.5,104.85,106.24,56785
HBL,2016,106.4,107.8,106.1,107.29,98533
HBL,2016,108.29,108.55,107,107.75,51335
HBL,2016,107,108.8,106.5,108.09,83631
HBL,2016,108.59,108.8,107.51,108.61,86118
HBL,2016,108.91,109.2,107,107.41,173189
HBL,2016,107.3,107.99,107,107.54,11974
HBL,2016,108.49,108.75,107.5,108.2,37251
HBL,2016,107.84,108.85,107.6,108.5,59588
HBL,2016,108.9,110,108.15,109.75,143919
HBL,2016,109.7,111.9,109.5,110.95,212348
HBL,2016,110.5,113.1,110,112.84,539823
HBL,2016,112.01,114.4,111.5,114.01,206815
HBL,2016,113.95,114.6,113.6,114.05,35026
HBL,2016,113.6,114.6,113.4,113.52,38990
HBL,2016,113.05,113.7,113.01,113.2,7475
HBL,2016,113.49,114.5,113.15,114.45,21126
HBL,2016,113.5,114.5,113.5,114.33,28585
HBL,2016,114.2,114.4,113.25,113.28,8271
HBL,2016,112.92,113.3,112.7,112.99,5287
HBL,2016,112.66,113.8,112.6,113.05,14560
HBL,2016,113.65,114,112.12,112.61,9753
HBL,2016,112.45,114.24,112.1,113.72,34968
HBL,2016,114.7,116,113.5,114.98,172571
HBL,2016,114.3,115.5,114.2,115.49,127988
HBL,2016,115.5,116.49,114.25,114.99,694120
HBL,2016,113.55,115.5,113.55,115.03,184902
HBL,2016,115,115,112.47,112.58,27700
HBL,2016,112.7,113.25,112.65,113.19,8300
HBL,2016,113.15,114.5,113.15,114.5,8000
HBL,2016,114.5,114.7,114,114.56,6100
HBL,2016,114.2,114.2,113.55,113.75,2200
HBL,2016,114.5,114.5,113.17,113.27,8000
HBL,2016,113.75,114.4,113,114.07,16700
HBL,2016,114,117,113.21,116.42,79300
HBL,2016,116.48,116.49,115.06,115.98,435800
HBL,2016,115.07,117.4,114.11,116.53,50100
HBL,2016,116,120,115.21,119.32,301400
HBL,2016,119.32,122.5,119,120.07,630900
HBL,2016,120.2,120.2,117,117.21,79600
HBL,2016,117.28,118.7,117.28,118.16,53900
HBL,2016,117.9,119.89,117.3,117.87,70600
HBL,2016,115.21,116.1,113.8,114.97,225600
HBL,2016,113.88,115.35,113.8,115.06,21600
HBL,2016,115.85,116.45,114.5,114.86,31700
HBL,2016,116.3,116.3,115,115.47,39800
HBL,2016,117.8,117.9,115.26,116.73,62300
HBL,2016,113.16,116,113.16,115.66,107100
HBL,2016,116.99,117,114.3,114.89,82700
HBL,2016,114.81,115,113.8,114.55,40400
HBL,2016,115,115.5,114.12,114.93,50600
HBL,2016,115.49,115.99,114.52,114.98,46100
HBL,2016,115.45,115.45,114.65,114.73,15800
HBL,2016,114.3,114.99,114.25,114.32,8100
